,ID,Name,Frequency [MHz],Bandwidth [kHz]/Baud,Status,Description,Source,Orbit
18066,57400,TIANMU-1 08,None,None,Active,None,Space-Track,LEO
18067,57401,TIANMU-1 09,None,None,Active,None,Space-Track,LEO
18068,57402,TIANMU-1 10,None,None,Active,None,Space-Track,LEO
18069,58645,TIANMU-1 11,None,None,Active,None,Space-Track,LEO
18070,58646,TIANMU-1 12,None,None,Active,None,Space-Track,LEO
18071,58647,TIANMU-1 13,None,None,Active,None,Space-Track,LEO
18072,58648,TIANMU-1 14,None,None,Active,None,Space-Track,LEO
18073,58700,TIANMU-1 15,None,None,Active,None,Space-Track,LEO
18074,58701,TIANMU-1 16,None,None,Active,None,Space-Track,LEO
18075,58702,TIANMU-1 17,None,None,Active,None,Space-Track,LEO
18076,58703,TIANMU-1 18,None,None,Active,None,Space-Track,LEO
18077,58660,TIANMU-1 19,None,None,Active,None,Space-Track,LEO
18078,58661,TIANMU-1 20,None,None,Active,None,Space-Track,LEO
18079,58662,TIANMU-1 21,None,None,Active,None,Space-Track,LEO
18080,58663,TIANMU-1 22,None,None,Active,None,Space-Track,LEO
18081,61614,TIANPING 3A-01,None,None,Active,None,Space-Track,LEO
18082,61615,TIANPING 3B-01,None,None,Active,None,Space-Track,LEO
18083,61616,TIANPING 3B-02,None,None,Active,None,Space-Track,LEO
18084,63432,TIANPING-3A02,None,None,Active,None,Space-Track,MEO
18085,64058,TIANQI 16,None,None,Active,None,Space-Track,MEO
18086,64059,TIANQI 17,None,None,Active,None,Space-Track,MEO
18087,64060,TIANQI 18,None,None,Active,None,Space-Track,MEO
18088,64061,TIANQI 20,None,None,Active,None,Space-Track,MEO
18089,57792,TIANQI 21,400.45,500000.0,active,LoRa,"SatNOGS, Space-Track",MEO
18090,57792,TIANQI 21,400.264,None,active,Mode U - Transmitter,"SatNOGS, Space-Track",MEO
18091,57793,TIANQI 22,400.45,500000.0,active,LoRa,"SatNOGS, Space-Track",MEO
18092,57794,TIANQI 23,400.45,500000.0,active,LoRa,"SatNOGS, Space-Track",MEO
18093,57795,TIANQI 24,None,None,Active,None,Space-Track,MEO
18094,59909,TIANQI 25,None,None,Active,None,Space-Track,MEO
18095,59910,TIANQI 26,None,None,Active,None,Space-Track,MEO
18096,59911,TIANQI 27,None,None,Active,None,Space-Track,MEO
18097,59912,TIANQI 28,None,None,Active,None,Space-Track,MEO
18098,61195,TIANQI 29,None,None,Active,None,Space-Track,MEO
18099,61196,TIANQI 30,None,None,Active,None,Space-Track,MEO
18100,61197,TIANQI 31,None,None,Active,None,Space-Track,MEO
18101,61198,TIANQI 32,None,None,Active,None,Space-Track,MEO
18102,62365,TIANQI 33,None,None,Active,None,Space-Track,MEO
18103,62366,TIANQI 34,None,None,Active,None,Space-Track,MEO
18104,62367,TIANQI 35,None,None,Active,None,Space-Track,MEO
18105,62368,TIANQI 36,None,None,Active,None,Space-Track,MEO
18106,48426,TIANQI-12,None,None,Active,None,Space-Track,LEO
18107,48864,TIANQI-14,None,None,Active,None,Space-Track,LEO
18108,49027,TIANQI-15,None,None,Active,None,Space-Track,LEO
18109,46810,TIANQI-6,400.5,None,active,Downlink,"SatNOGS, Space-Track",LEO
18110,47299,TIANQI-8,400.9,None,inactive,FM,SatNOGS,None
18111,41725,TIANTONG-1 1,None,None,Active,None,Space-Track,GEO
18112,46916,TIANTONG-1 2,None,None,Active,None,Space-Track,GEO
18113,47321,TIANTONG-1 3,None,None,Active,None,Space-Track,GEO
18114,40144,TIANTUO 2,2289.609,80000.0,inactive,S-band telemetry,SatNOGS,None
18115,40928,TIANWANG 1A,435.645,9600.0,inactive,Mode U GMSK9k6,SatNOGS,None
18116,40928,TIANWANG 1A,435.645,4800.0,inactive,Mode U GMSK4k8 Camera,SatNOGS,None
18117,40927,TIANWANG 1B,435.645,9600.0,inactive,Mode U GMSK9k6,SatNOGS,None
18118,40927,TIANWANG 1B,437.645,4800.0,inactive,Mode U GMSK4k8 AIS,SatNOGS,None
18119,40926,TIANWANG 1C,435.645,9600.0,inactive,Mode U GMSK9k6,SatNOGS,None
18120,40926,TIANWANG 1C,435.645,4800.0,inactive,Mode U GMSK4k8 ADS-B,SatNOGS,None
18121,64197,TIANWEN-2,None,None,Active,HELIOCENTRIC ORBIT (SUN),Space-Track,None
18122,63209,TIANYAN 23,None,None,Active,None,Space-Track,LEO
18123,64049,TIANYI B,401.251,9600.0,active,Mode U TLM,SatNOGS,None
18124,64050,TIANYI C,401.1,9600.0,active,Mode U TLM,SatNOGS,None
18125,43710,TIANZHI 1,None,None,Active,None,Space-Track,LEO
18126,64786,TIANZHOU-9,None,None,Active,None,Space-Track,LEO
18127,44800,TIBA-1,None,None,Active,None,Space-Track,GEO
18128,58277,TIGER-5,None,None,Active,None,Space-Track,LEO
18129,58272,TIGER-6,None,None,Active,None,Space-Track,LEO
18130,59141,TIGER-7,2240.548,400000.0,active,S-band telemetry,"SatNOGS, Space-Track",LEO
18131,59120,TIGER-8,None,None,Active,None,Space-Track,LEO
18132,40043,TIGRISAT,435.001,9600.0,invalid,PE0SAT - 9k6 FSK TLM,"SatNOGS, Space-Track",MEO
18133,40043,TIGRISAT,435.0,9600.0,active,9k6 FSK TLM,"SatNOGS, Space-Track",MEO
18134,2847,TIMATION 1,None,None,Active,None,Space-Track,MEO
18135,4257,TIMATION 2,None,None,Active,None,Space-Track,MEO
18136,4256,TIMATION-II,137.383,None,active,carrier wave,SatNOGS,None
18137,26998,TIMED,None,None,Active,None,Space-Track,MEO
18138,29,TIROS 1,None,None,Active,None,Space-Track,MEO
18139,1430,TIROS 10,None,None,Active,None,Space-Track,MEO
18140,162,TIROS 3,None,None,Active,None,Space-Track,MEO
18141,226,TIROS 4,None,None,Active,None,Space-Track,MEO
18142,309,TIROS 5,None,None,Active,None,Space-Track,MEO
18143,397,TIROS 6,None,None,Active,None,Space-Track,MEO
18144,716,TIROS 8,None,None,Active,None,Space-Track,MEO
18145,978,TIROS 9,None,None,Active,None,Space-Track,MEO
18146,11060,TIROS N,None,None,Active,None,Space-Track,MEO
18147,1430,TIROS-10,136.92,None,active,50mW BCN,SatNOGS,None
18148,1430,TIROS-10,235.0,62500.0,active,TV,SatNOGS,None
18149,1430,TIROS-10,136.232,None,active,Mode V,SatNOGS,None
18150,11060,TIROS-N,1698.0,100000.0,active,Telemetry / Data ?,SatNOGS,None
18151,11060,TIROS-N,137.77,None,active,Mode V,SatNOGS,None
18152,11060,TIROS-N,137.5,34000.0,inactive,APT,SatNOGS,None
18153,58989,TIRSAT,None,None,Active,None,Space-Track,MEO
18154,36799,TISAT 1,437.305,21.0,active,CW TLM 19wpm,"SatNOGS, Space-Track",LEO
18155,36799,TISAT 1,145.98,None,active,"DOWN: CW in FM, UP: DTMF commands","SatNOGS, Space-Track",LEO
18156,36799,TISAT 1,145.98,None,invalid,"DOWN: CW in FM, UP: DTMF commands","SatNOGS, Space-Track",LEO
18157,26548,TIUNGSAT 1,None,None,Active,None,Space-Track,MEO
18158,99228,TJREVERB,145.825,1200.0,inactive,Mode V APRS,SatNOGS,None
18159,99228,TJREVERB,144.39,1200.0,inactive,Mode V,SatNOGS,None
18160,40892,TJS-1,None,None,Active,None,Space-Track,GEO
18161,58204,TJS-10,None,None,Active,None,Space-Track,GEO
18162,59020,TJS-11,None,None,Active,None,Space-Track,GEO
18163,62374,TJS-12,None,None,Active,None,Space-Track,GEO
18164,62188,TJS-13,None,None,Active,None,Space-Track,MEO
18165,62804,TJS-14,None,None,Active,None,Space-Track,GEO
18166,63157,TJS-15,None,None,Active,None,Space-Track,GEO
18167,63397,TJS-16,None,None,Active,None,Space-Track,GEO
18168,63524,TJS-17,None,None,Active,None,Space-Track,GEO
18169,63924,TJS-19,None,None,Active,None,Space-Track,GEO
18170,41911,TJS-2,None,None,Active,None,Space-Track,GEO
18171,43874,TJS-3,None,None,Active,None,Space-Track,GEO
18172,44637,TJS-4,None,None,Active,None,Space-Track,GEO
18173,44978,TJS-5,None,None,Active,None,Space-Track,GEO
18174,47613,TJS-6,None,None,Active,None,Space-Track,GEO
18175,49115,TJS-7,None,None,Active,None,Space-Track,GEO
18176,50574,TJS-9,None,None,Active,None,Space-Track,GEO
18177,52150,TK-2,None,None,Active,None,Space-Track,LEO
18178,39481,TKSAT 1,None,None,Active,None,Space-Track,GEO
18179,25396,TMSAT,None,None,Active,None,Space-Track,MEO
18180,56962,TOMORROW-R2,None,None,Active,None,Space-Track,LEO
18181,62392,TOMORROW-S3,None,None,Active,None,Space-Track,LEO
18182,62386,TOMORROW-S4,None,None,Active,None,Space-Track,LEO
18183,63234,TOMORROW-S5,None,None,Active,None,Space-Track,LEO
18184,63225,TOMORROW-S6,None,None,Active,None,Space-Track,LEO
18185,63631,TOMORROW-S7,None,None,Active,None,Space-Track,MEO
18186,23940,TOMS EP,None,None,Active,None,Space-Track,MEO
18187,22076,TOPEX/POSEIDON,None,None,Active,None,Space-Track,MEO
18188,4363,TOPO 1,None,None,Active,None,Space-Track,MEO
18189,28891,TOPSAT,None,None,Active,None,Space-Track,MEO
18190,60530,TORO,435.41,4800.0,active,UHF 9k6 Telemetry,SatNOGS,None
18191,64533,TPA-1,2220.5,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
18192,64533,TPA-1,401.9,2400.0,inactive,Mode U - GFSK2k4,"SatNOGS, Space-Track",LEO
18193,64533,TPA-1,401.9,9600.0,active,Mode U - GFSK9k6,"SatNOGS, Space-Track",LEO
18194,205,TRAAC,None,None,Active,None,Space-Track,MEO
18195,64870,TRACERS 1,None,None,Active,None,Space-Track,MEO
18196,64873,TRACERS 2,None,None,Active,None,Space-Track,MEO
18197,39400,TRAILBLAZER,437.425,None,inactive,Telem,SatNOGS,None
18198,27609,TRAILBLAZER 2,None,None,Active,None,Space-Track,MEO
18199,10457,TRANSAT,None,None,Active,None,Space-Track,MEO
18200,45,TRANSIT 2A,None,None,Active,None,Space-Track,MEO
18201,116,TRANSIT 4A,None,None,Active,None,Space-Track,MEO
18202,202,TRANSIT 4B,None,None,Active,None,Space-Track,MEO
18203,670,TRANSIT 5B-1,None,None,Active,None,Space-Track,MEO
18204,704,TRANSIT 5B-2,None,None,Active,None,Space-Track,MEO
18205,965,TRANSIT 5B-5,400.0,None,active,400Mhz beacon,SatNOGS,None
18206,965,TRANSIT 5B-5,324.0,None,active,324 MHz beacon,SatNOGS,None
18207,965,TRANSIT 5B-5,149.988,None,active,150 MHz beacon,SatNOGS,None
18208,965,TRANSIT 5B-5,162.0,None,active,162 MHz beacon,SatNOGS,None
18209,965,TRANSIT 5B-5,136.65,None,active,TLM,SatNOGS,None
18210,965,TRANSIT 5B-5,136.6585,None,active,Upper side band (drifting),SatNOGS,None
18211,705,TRANSIT 5E 3,None,None,Active,None,Space-Track,MEO
18212,6173,TRIAD 1,None,None,Active,None,Space-Track,MEO
18213,46280,TRISAT,435.6125,9766.0,inactive,Telemetry,SatNOGS,None
18214,53108,TRISAT-R,435.6125,1000.0,active,Mode U -  GFSK 1kbps TLM,"SatNOGS, Space-Track",MEO
18215,58017,TRITON,400.9,None,active,Mode U,SatNOGS,None
18216,39427,TRITON 1,None,None,Active,None,Space-Track,MEO
18217,39427,TRITON-1,145.86,15.0,active,Secondary TLM - CW,SatNOGS,None
18218,39427,TRITON-1,2408.0,None,active,Mode S Beacon,SatNOGS,None
18219,39427,TRITON-1,2408.0,1200.0,invalid,TLM S,SatNOGS,None
18220,39427,TRITON-1,145.815,15.0,active,Primary TLM - CW,SatNOGS,None
18221,39427,TRITON-1,145.86,1200.0,active,Secondary TLM - AFSK1k2,SatNOGS,None
18222,39427,TRITON-1,145.818,None,active,Mode 1200bps RC-BPSK CW,SatNOGS,None
18223,39427,TRITON-1,145.815,1200.0,active,Primary TLM - AFSK1k2,SatNOGS,None
18224,62658,TROLL,2256.25,None,active,Mode S - Transmitter 1,"SatNOGS, Space-Track",LEO
18225,62658,TROLL,2281.25,None,active,Mode S - Transmitter 2,"SatNOGS, Space-Track",LEO
18226,60557,TROOP-F2,None,None,Active,None,Space-Track,LEO
18227,48901,TROPICS PATHFINDER,2252.25,None,inactive,S-band telemetry,SatNOGS,None
18228,56753,TROPICS-03,2252.25,None,active,S-Band transmitter,"SatNOGS, Space-Track",LEO
18229,56442,TROPICS-05,2252.25,None,active,S-Band transmitter,"SatNOGS, Space-Track",LEO
18230,56444,TROPICS-06,2252.25,None,active,S-Band transmitter,"SatNOGS, Space-Track",LEO
18231,52420,TRSI-2,437.075,2400.0,inactive,Mode U TLM BPSK,SatNOGS,None
18232,52420,TRSI-2,437.075,None,invalid,Possible Mode U,SatNOGS,None
18233,52420,TRSI-2,437.075,None,invalid,Mode U TLM,SatNOGS,None
18234,52418,TRSI-3,437.075,None,inactive,Mode U TLM,SatNOGS,None
18235,99821,TRSI-Sat,437.057,None,inactive,Mode U Backup Beacon,SatNOGS,None
18236,99821,TRSI-Sat,437.075,1200.0,inactive,Mode U MFSK - BPSK1k2,SatNOGS,None
18237,99821,TRSI-Sat,437.075,None,inactive,Mode U MFSK,SatNOGS,None
18238,59442,TSAT-1A,None,None,Active,None,Space-Track,LEO
18239,23463,TSIKADA,None,None,Active,None,Space-Track,MEO
18240,46026,TSINGHUA SCIENCE,2212.795,None,inactive,S-band telemetry,SatNOGS,None
18241,26374,TSX-5,None,None,Active,None,Space-Track,MEO
18242,46312,TTU100,435.45,9600.0,inactive,Telemetry,SatNOGS,None
18243,46312,TTU100,435.45,None,inactive,Telemetry (50 ms unit length morse),SatNOGS,None
18244,44401,TTU101,435.5,None,invalid,Mode U Beacon,SatNOGS,None
18245,44401,TTU101,10460.0,None,inactive,Mode Ku OQPSK 20mbps,SatNOGS,None
18246,44401,TTU101,435.45,9600.0,inactive,Mode U GFSK9k6 AX.25 TLM,SatNOGS,None
18247,44401,TTU101,435.45,9600.0,inactive,Mode U GMSK9k6 AX.25 TLM,SatNOGS,None
18248,48900,TUBIN,435.95,4800.0,active,Mode U - GMSK4k8 TLM (Mobitex),"SatNOGS, Space-Track",LEO
18249,48900,TUBIN,2266.0,400000.0,active,S-band telemetry,"SatNOGS, Space-Track",LEO
18250,48900,TUBIN,8392.5,None,active,Mode X (active over Europe),"SatNOGS, Space-Track",LEO
18251,48900,TUBIN,435.95,9600.0,inactive,Mode U - GMSK9k6 TLM (Mobitex),"SatNOGS, Space-Track",LEO
18252,48900,TUBIN,2263.0,300000.0,active,S-band telemetry,"SatNOGS, Space-Track",LEO
18253,25757,TUBSAT,None,None,Active,None,Space-Track,MEO
18254,21577,TUBSAT A,None,None,Active,None,Space-Track,MEO
18255,22971,TUBSAT B,None,None,Active,None,Space-Track,MEO
18256,53464,TUMnanoSAT,436.68,9600.0,inactive,Mode U - GMSK9k6 AX.25 TLM,SatNOGS,None
18257,40617,TURKMENALEM 52E/MONACOSA,None,None,Active,None,Space-Track,GEO
18258,23200,TURKSAT 1B,None,None,Active,None,Space-Track,GEO
18259,23949,TURKSAT 1C,None,None,Active,None,Space-Track,GEO
18260,26666,TURKSAT 2A,None,None,Active,None,Space-Track,GEO
18261,33056,TURKSAT 3A,None,None,Active,None,Space-Track,GEO
18262,39152,TURKSAT 3U,None,None,Active,None,Space-Track,MEO
18263,39522,TURKSAT 4A,None,None,Active,None,Space-Track,GEO
18264,40984,TURKSAT 4B,None,None,Active,None,Space-Track,GEO
18265,47306,TURKSAT 5A,None,None,Active,None,Space-Track,GEO
18266,50212,TURKSAT 5B,None,None,Active,None,Space-Track,GEO
18267,60233,TURKSAT 6A,None,None,Active,None,Space-Track,GEO
18268,39152,TURKSAT-3U,437.225,22.0,active,437.225 CW,SatNOGS,None
18269,39152,TURKSAT-3U,435.795,9600.0,invalid,Mode U - FSK9k6 - G3RUH AX.25,SatNOGS,None
18270,61782,TUSUR GO,437.73,None,inactive,Mode U - CW Beacon,"SatNOGS, Space-Track",LEO
18271,61782,TUSUR GO,437.73,9600.0,active,Mode U - GFSK9k6 - AX.25 Beacon and Telemetry (Geoscan framing),"SatNOGS, Space-Track",LEO
18272,61782,TUSUR GO,10475.0,1000000.0,active,Mode X - DVB-S2,"SatNOGS, Space-Track",LEO
18273,18570,TVSAT 1,None,None,Active,None,Space-Track,GEO
18274,20168,TVSAT 2,None,None,Active,None,Space-Track,GEO
18275,61231,TY-41,401.75,19200.0,active,Mode U - FSK19k2,SatNOGS,None
18276,43663,TY-5,401.793,4800.0,inactive,Mode U - Telemetry,SatNOGS,None
18277,43835,TY-8,401.800677,9600.0,inactive,Mode - U,SatNOGS,None
18278,48606,TYVAK-0130,None,None,Active,None,Space-Track,LEO
18279,46267,TYVAK-0172,None,None,Active,None,Space-Track,LEO
18280,48892,TYVAK-0173,None,None,Active,None,Space-Track,MEO
18281,48271,TYVAK-182A,None,None,Active,None,Space-Track,LEO
18282,26385,TZINGHUA 1,None,None,Active,None,Space-Track,MEO
18283,40017,TabletSat-Aurora,435.55,9600.0,inactive,Mode U - GMSK D-STAR,SatNOGS,None
18284,48256,Taijing 2-01,401.6498,4096.0,active,Downlink,SatNOGS,None
18285,53368,Taijing-1 01 or 02,401.25,4800.0,inactive,Mode U - BPSK4k8,SatNOGS,None
18286,51830,Taijing-4 01,401.01,None,inactive,Mode U,SatNOGS,None
18287,60507,Tanager 4001,8375.0,None,active,Mode X - Transmitter,"SatNOGS, Space-Track",LEO
18288,41898,Tansat,2218.326,None,active,Mode S,"SatNOGS, Space-Track",MEO
18289,43597,Tanusha-3,437.05,None,inactive,FM VOICE,SatNOGS,None
18290,43597,Tanusha-3,437.05,9600.0,inactive,FSK Telemetry,SatNOGS,None
18291,43597,Tanusha-3,437.05,1200.0,inactive,1k2 UHF TLM,SatNOGS,None
18292,43598,Tanusha-4,437.05,None,inactive,FM VOICE,SatNOGS,None
18293,43598,Tanusha-4,437.05,9600.0,inactive,FSK Telemetry,SatNOGS,None
18294,99487,TartanArtibeus-1,401.82,9600.0,inactive,Mode U - FSK9k6,SatNOGS,None
18295,44530,Taurus-1,436.76,None,active,Mode V/U FM 67.0 PL,"SatNOGS, Space-Track",MEO
18296,44530,Taurus-1,435.84,9600.0,active,Mode U BPSK9k6 TLM,"SatNOGS, Space-Track",MEO
18297,41169,TeLEOS-1,148.6875,None,inactive,Mode V TLM,SatNOGS,None
18298,56310,TeLEOS-2,2210.77,None,active,Mode S,SatNOGS,None
18299,99344,Team Miles,2295.74,20000.0,active,Mode S downlink,SatNOGS,None
18300,60208,TechEdSat-11,2280.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
18301,60208,TechEdSat-11,401.875,None,active,Mode U - Transmitter,"SatNOGS, Space-Track",LEO
18302,98666,TechEdSat-22,401.8745,None,active,Mode U - Transmitter,SatNOGS,None
18303,49396,TeikyoSat-4,5831.0,1152000.0,active,Mode S - FSK115k2,SatNOGS,None
18304,49396,TeikyoSat-4,437.45,9600.0,active,Mode U - GMSK9k6,SatNOGS,None
18305,49396,TeikyoSat-4,437.45,1200.0,active,Mode U - AFSK1k2,SatNOGS,None
18306,49396,TeikyoSat-4,437.45,None,active,Mode U - SSTV,SatNOGS,None
18307,49396,TeikyoSat-4,437.45,None,active,Mode U - CW Beacon,SatNOGS,None
18308,43677,Ten-Koh,437.39,9600.0,active,Telemetry GMSK9k6 AX.25,"SatNOGS, Space-Track",LEO
18309,43677,Ten-Koh,437.51,None,active,WSJT,"SatNOGS, Space-Track",LEO
18310,43677,Ten-Koh,437.39,None,active,CW Beacon,"SatNOGS, Space-Track",LEO
18311,43677,Ten-Koh,437.3915,None,invalid,CW drifted beacon,"SatNOGS, Space-Track",LEO
18312,43677,Ten-Koh,437.3885,None,invalid,CW drifted beacon,"SatNOGS, Space-Track",LEO
18313,98542,Ten-Koh 2,5839.0,None,inactive,CW,SatNOGS,None
18314,98542,Ten-Koh 2,435.895,None,inactive,Digitalker,SatNOGS,None
18315,98542,Ten-Koh 2,435.875,None,inactive,V/U Linear Transponder,SatNOGS,None
18316,98542,Ten-Koh 2,435.895,None,inactive,"4k8 ~ 38k4 FSK Telemetry, Photos, Pictures",SatNOGS,None
18317,48951,Tenzing,400.502045,None,active,Mode U,SatNOGS,None
18318,48951,Tenzing,400.5,50000.0,active,Mode U - FM,SatNOGS,None
18319,99310,Test Satellite,435.24,None,inactive,Test Transmitter,SatNOGS,None
18320,99311,Test Satellite 1,435.24,None,inactive,Test Transmitter,SatNOGS,None
18321,99300,Test Satellite 10,435.24,None,inactive,Test Transmitter,SatNOGS,None
18322,99301,Test Satellite 11,435.24,None,inactive,Test Transmitter,SatNOGS,None
18323,99302,Test Satellite 12,435.24,None,inactive,Test Transmitter,SatNOGS,None
18324,99303,Test Satellite 13,435.24,None,inactive,Test Transmitter,SatNOGS,None
18325,99304,Test Satellite 14,435.24,None,inactive,Test Transmitter,SatNOGS,None
18326,99305,Test Satellite 15,435.24,None,inactive,Test Transmitter,SatNOGS,None
18327,99306,Test Satellite 16,435.24,None,inactive,Test Transmitter,SatNOGS,None
18328,99307,Test Satellite 17,435.24,None,inactive,Test Transmitter,SatNOGS,None
18329,99308,Test Satellite 18,435.24,None,inactive,Test Transmitter,SatNOGS,None
18330,99309,Test Satellite 19,435.24,None,inactive,Test Transmitter,SatNOGS,None
18331,99312,Test Satellite 2,435.24,None,inactive,Test Transmitter,SatNOGS,None
18332,99313,Test Satellite 3,435.24,None,inactive,Test Transmitter,SatNOGS,None
18333,99314,Test Satellite 4,435.24,None,inactive,Test Transmitter,SatNOGS,None
18334,99315,Test Satellite 5,435.24,None,inactive,Test Transmitter,SatNOGS,None
18335,99316,Test Satellite 6,435.24,None,inactive,Test Transmitter,SatNOGS,None
18336,99317,Test Satellite 7,435.24,None,inactive,Test Transmitter,SatNOGS,None
18337,99318,Test Satellite 8,435.24,None,inactive,Test Transmitter,SatNOGS,None
18338,99319,Test Satellite 9,435.24,None,inactive,Test Transmitter,SatNOGS,None
18339,51013,Tevel-1,436.4,9600.0,inactive,Mode U - BPSK9k6 G3RUH,SatNOGS,None
18340,51013,Tevel-1,436.4,None,inactive,Modu V/U - FM Transponder,SatNOGS,None
18341,51069,Tevel-2,436.4,None,inactive,Modu V/U - FM Transponder,SatNOGS,None
18342,51069,Tevel-2,436.4,9600.0,inactive,Mode U - BPSK9k6 G3RUH,SatNOGS,None
18343,50988,Tevel-3,436.4,None,inactive,Modu V/U - FM Transponder,SatNOGS,None
18344,50988,Tevel-3,436.4,9600.0,inactive,Mode U - BPSK9k6 G3RUH,SatNOGS,None
18345,51063,Tevel-4,436.4,9600.0,inactive,Mode U - BPSK9k6 G3RUH,SatNOGS,None
18346,51063,Tevel-4,436.4,None,inactive,Modu V/U - FM Transponder,SatNOGS,None
18347,50998,Tevel-5,436.4,None,inactive,Modu V/U - FM Transponder,SatNOGS,None
18348,50998,Tevel-5,436.4,9600.0,inactive,Mode U - BPSK9k6 G3RUH,SatNOGS,None
18349,50999,Tevel-6,436.4,None,inactive,Modu V/U - FM Transponder,SatNOGS,None
18350,50999,Tevel-6,436.4,9600.0,inactive,Mode U - BPSK9k6 G3RUH,SatNOGS,None
18351,51062,Tevel-7,436.4,9600.0,inactive,Mode U - BPSK9k6 G3RUH,SatNOGS,None
18352,51062,Tevel-7,436.4,None,inactive,Modu V/U - FM Transponder,SatNOGS,None
18353,50989,Tevel-8,436.4,None,inactive,Modu V/U - FM Transponder,SatNOGS,None
18354,50989,Tevel-8,436.4,9600.0,inactive,Mode U - BPSK9k6 G3RUH,SatNOGS,None
18355,54363,Thybolt-1,435.36,None,inactive,Beacon,SatNOGS,None
18356,54363,Thybolt-1,436.175,4800.0,inactive,Data and telemetry,SatNOGS,None
18357,54364,Thybolt-2,436.175,4800.0,inactive,Data and telemetry,SatNOGS,None
18358,54364,Thybolt-2,435.36,None,inactive,Beacon,SatNOGS,None
18359,49812,Tianjin Daxue 1,401.900656,None,inactive,Mode U,SatNOGS,None
18360,43714,Tianping 1B,2273.5,20000.0,active,S-band telemetry,"SatNOGS, Space-Track",LEO
18361,43714,Tianping 1B,2273.528,None,active,Telemetry,"SatNOGS, Space-Track",LEO
18362,44313,Tianqi 3,400.575,None,active,Mode U - IOT,SatNOGS,None
18363,45941,Tianqi-10,400.45,250000.0,inactive,UHF LoRa,SatNOGS,None
18364,45940,Tianqi-10,401.350301,9600.0,inactive,Mode U,SatNOGS,None
18365,45941,Tianqi-10,400.1,None,inactive,Mode U,SatNOGS,None
18366,46904,Tianqi-11,400.876,None,inactive,Telemetry,SatNOGS,None
18367,57795,Tianqi-24,400.45,None,active,Mode U - LoRa,SatNOGS,None
18368,44841,Tianqi-4B,401.612,None,inactive,Mode U - Downlink,SatNOGS,None
18369,48252,Tianqi-9,401.35,None,inactive,Mode U,SatNOGS,None
18370,45935,Tianwen-1,8430.53041,None,active,Mode X,"SatNOGS, Space-Track",None
18371,44315,Tianxiang-1,401.8,None,active,Downlink,SatNOGS,None
18372,46837,Tianyan 05,401.850516,None,inactive,Mode U,SatNOGS,None
18373,44840,Tianyi-16,401.8,None,inactive,Downlink,SatNOGS,None
18374,44843,Tianyi-17,464.354,None,inactive,UHF Unknown,SatNOGS,None
18375,56866,Tianyi-26,401.9,None,active,Mode U - Unknown,SatNOGS,None
18376,58553,Tianyi-33,401.662,None,inactive,Telemetry,SatNOGS,None
18377,55261,Tianzhi-2D,401.9,None,inactive,Mode U - Beacon,SatNOGS,None
18378,48944,Tiger-2 ( Ayan-21),401.051,None,inactive,Telemetry,SatNOGS,None
18379,48944,Tiger-2 ( Ayan-21),2282.2,500000.0,inactive,S-band telemetry,SatNOGS,None
18380,64564,Time Flies,2260.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",MEO
18381,56962,Tomorrow R2,400.5,38400.0,active,Telemetry,SatNOGS,None
18382,56199,Tomorrow-R1,400.5,38400.0,inactive,Mode U - GFSK38k4 - TT&C downlink,SatNOGS,None
18383,60479,Tomorrow-S1,8030.0,None,active,Mode X - OQPSK,"SatNOGS, Space-Track",LEO
18384,60485,Tomorrow-S2,8030.0,None,active,Mode X - OQPSK,"SatNOGS, Space-Track",LEO
18385,99078,Transporter 8 Satellite F,401.05,None,inactive,Mode U - Transmitter,SatNOGS,None
18386,99378,Tsiolkovsky-Ryazan 1,437.025,1145.0,inactive,Mode U Payload 1K2 RS9S,SatNOGS,None
18387,99378,Tsiolkovsky-Ryazan 1,437.05,1145.0,inactive,Mode U TLM 1K2,SatNOGS,None
18388,99379,Tsiolkovsky-Ryazan 2,437.0125,1145.0,inactive,Mode U Payload 1K2 RS12S,SatNOGS,None
18389,99379,Tsiolkovsky-Ryazan 2,437.05,1145.0,inactive,Mode U TLM 1K2,SatNOGS,None
18390,47927,Tsuru,437.375,20.0,inactive,Mode U - CW Beacon,SatNOGS,None
18391,47927,Tsuru,437.375,4800.0,inactive,Mode U - FSK4k8 AX25 G3RUH,SatNOGS,None
18392,47927,Tsuru,145.825,1200.0,inactive,Mode U - AFSK1k2 APRS,SatNOGS,None
18393,60496,Tyche,2230.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
18394,60496,Tyche,8200.0,None,active,Mode X - Transmitter,"SatNOGS, Space-Track",LEO
18395,48606,Tyvak 0130,2201.7,800000.0,active,S-band telemetry,SatNOGS,None
18396,48606,Tyvak 0130,400.7805,9600.0,active,Downlink,SatNOGS,None
18397,48606,Tyvak 0130,400.765,None,active,Possible Downlink,SatNOGS,None
18398,43467,UBAKUSAT,437.225,None,inactive,TLM CW,SatNOGS,None
18399,43467,UBAKUSAT,435.2,None,inactive,Linear Transponder,SatNOGS,None
18400,43467,UBAKUSAT,437.325,9600.0,inactive,TLM FSK9K6,SatNOGS,None
