,ID,Name,Frequency [MHz],Bandwidth [kHz]/Baud,Status,Description,Source,Orbit
0,43466,1KUNS-PF,437.3015,1200.0,inactive,Telemetry (drifting),SatNOGS,None
1,43466,1KUNS-PF,437.3,1200.0,inactive,TLM GMSK,SatNOGS,None
2,43466,1KUNS-PF,437.3,9600.0,inactive,TLM GMSK 9k6,SatNOGS,None
3,44316,2019-032G - Unknown Satellite,401.305,None,active,Downlink,SatNOGS,None
4,44842,2019-087E - Unknown Satellte,401.687,None,inactive,Downlink,SatNOGS,None
5,44884,2019-093F,401.546,None,active,Mode U,SatNOGS,None
6,57183,2023-091T,435.05,62500.0,active,Mode U - LoRa 62.5k,SatNOGS,None
7,49324,21091K Unknown Sat 2,435.775,6666.0,inactive,Mode U - BPSK 6666,SatNOGS,None
8,57582,23117C,400.45,9600.0,active,Mode U - Transmitter,SatNOGS,None
9,58555,23193C,401.612,None,active,Mode U - Transmitter,SatNOGS,None
10,64881,239Alferov,10473.35,None,active,Mode X - DVB-S2,SatNOGS,None
11,64881,239Alferov,436.27,9600.0,active,Mode U - GFSK9k6 - AX.25 Beacon and Telemetry (Geoscan framing),SatNOGS,None
12,58923,24024G,2246.4,None,active,Mode S - Transmitter,SatNOGS,None
13,60235,24128A,2235.0,200000.0,invalid,S-band telemetry,SatNOGS,None
14,60745,24153A,400.055,None,active,Mode U - Transmitter,SatNOGS,None
15,60745,24153A,400.455,None,active,Mode U - Transmitter,SatNOGS,None
16,47961,3B5GSAT,399.975,None,inactive,Downlink 1,SatNOGS,None
17,47961,3B5GSAT,400.55,None,inactive,Possible downlink,SatNOGS,None
18,47961,3B5GSAT,1521.54,None,inactive,Mode L - Possible,SatNOGS,None
19,47961,3B5GSAT,2180.44,None,inactive,Mode S - Possible,SatNOGS,None
20,47961,3B5GSAT,2261.5,200000.0,inactive,S-band telemetry,SatNOGS,None
21,47961,3B5GSAT,400.57,None,inactive,Downlink 2,SatNOGS,None
22,43728,3CAT-1,437.25,None,inactive,CW Beacon,SatNOGS,None
23,43728,3CAT-1,437.25,9600.0,inactive,FSK9k6 TLM,SatNOGS,None
24,41732,3CAT-2,145.97,9600.0,inactive,Mode V Telemetry,SatNOGS,None
25,41732,3CAT-2,2401.0,None,inactive,Mode S Telemetry (115200),SatNOGS,None
26,60236,3CAT-4,437.35,14400.0,active,Mode U - GMSK14k4,"SatNOGS, Space-Track",LEO
27,46292,3CAT-5/A (TYVAK-0161),None,None,Active,None,Space-Track,LEO
28,46292,"3CAT-5/A, FSSCat A",401.337,None,active,Downlink,SatNOGS,None
29,46293,3CAT-5/B (TYVAK-0162),None,None,Active,None,Space-Track,LEO
30,46293,"3CAT-5/B, FSSCat B",401.377,None,active,Downlink,SatNOGS,None
31,1778,A-1 (ASTERIX),None,None,Active,None,Space-Track,MEO
32,57197,A-SEANSAT-PG1,401.633828,2400.0,active,Mode U - GMSK 2k4 USP FEC,"SatNOGS, Space-Track",LEO
33,57197,A-SEANSAT-PG1,401.523,2400.0,active,Mode U - GMSK 2k4 USP FEC,"SatNOGS, Space-Track",LEO
34,57197,A-SEANSAT-PG1,400.575,None,invalid,Mode U - Transmitter,"SatNOGS, Space-Track",LEO
35,57197,A-SEANSAT-PG1,401.5,None,invalid,Mode U - Transmitter,"SatNOGS, Space-Track",LEO
36,55107,AAC-AIS-SAT-1,None,None,Active,None,Space-Track,MEO
37,56996,AAC-AIS-SAT2,2241.0,120000.0,active,S-band telemetry,"SatNOGS, Space-Track",MEO
38,58997,AAC-AIS-SAT3,2241.0,40000.0,active,S-band telemetry,"SatNOGS, Space-Track",MEO
39,56225,AAC-HSI-SAT1,None,None,Active,None,Space-Track,LEO
40,56995,AAC-HSI-SAT2,None,None,Active,None,Space-Track,LEO
41,58848,AAC-HSI-SAT3,None,None,Active,None,Space-Track,LEO
42,42775,AALTO-1,437.22,9600.0,invalid,GFSK9k6,SatNOGS,None
43,42775,AALTO-1,437.22,None,inactive,TLM CW,SatNOGS,None
44,42775,AALTO-1,437.22,9600.0,inactive,GFSK9600,SatNOGS,None
45,42775,AALTO-1,2402.0,1600000.0,inactive,S-Band downlink (TI CC1125),SatNOGS,None
46,42729,AALTO-2,437.335,9600.0,inactive,TLM GFSK,SatNOGS,None
47,27846,AAU CUBESAT,None,None,Active,None,Space-Track,MEO
48,39087,AAUSAT 3,437.425,None,active,Mode 4800bps FSK CW,SatNOGS,None
49,41460,AAUSAT 4,437.424,2400.0,inactive,"Mode U TLM (default, drifting)",SatNOGS,None
50,41460,AAUSAT 4,437.424,9600.0,inactive,Mode U TLM,SatNOGS,None
51,41460,AAUSAT 4,437.425,None,inactive,Mode U Beacon,SatNOGS,None
52,40948,AAUSAT 5,437.425,1200.0,inactive,1k2 GMSK TLM,SatNOGS,None
53,40948,AAUSAT 5,437.425,None,inactive,CW TLM,SatNOGS,None
54,40948,AAUSAT 5,437.425,9600.0,inactive,9k6 GMSK TLM,SatNOGS,None
55,40948,AAUSAT 5,437.425,4800.0,inactive,4k8 BFSK TLM,SatNOGS,None
56,32788,AAUSAT-II,437.4295,1200.0,invalid,PE0SAT - 1k2 MSK TLM,SatNOGS,None
57,32788,AAUSAT-II,437.425,1200.0,inactive,Mode U 1k2 AFSK TLM,SatNOGS,None
58,39087,AAUSAT3,None,None,Active,None,Space-Track,MEO
59,23768,ABS 1A (KOREASAT 2),None,None,Active,None,Space-Track,GEO
60,39508,ABS 2,None,None,Active,None,Space-Track,GEO
61,41588,ABS 2A,None,None,Active,None,Space-Track,GEO
62,24901,ABS 3 (AGILA 2),None,None,Active,None,Space-Track,GEO
63,40424,ABS 3A,None,None,Active,None,Space-Track,GEO
64,28184,ABS 4 (MBSAT),None,None,Active,None,Space-Track,GEO
65,25924,ABS 6 (LMI 1),None,None,Active,None,Space-Track,GEO
66,25894,ABS 7 (KOREASAT 3),None,None,Active,None,Space-Track,GEO
67,24912,ACE,None,None,Active,HELIOCENTRIC ORBIT (SUN),Space-Track,None
68,26033,ACRIMSAT,None,None,Active,None,Space-Track,MEO
69,44369,ACRUX-1,437.425,9600.0,inactive,MODE U GFSK9k6 AX.25 - Factory Setting,SatNOGS,None
70,44369,ACRUX-1,437.2,9600.0,inactive,MODE U GFSK9k6 AX.25,SatNOGS,None
71,59588,ACS 3,None,None,Active,None,Space-Track,MEO
72,59588,ACS3,2268.0,400000.0,active,Mode S - NanoAvionics,SatNOGS,None
73,59588,ACS3,401.5,2400.0,active,Mode U - NanoAvionics,SatNOGS,None
74,22796,ACTS,None,None,Active,None,Space-Track,GEO
75,98574,ADDCUBE,435.5,None,active,Mode U - Transmitter,SatNOGS,None
76,98574,ADDCUBE,2412.0,None,active,Mode S - Transmitter,SatNOGS,None
77,24277,ADEOS,None,None,Active,None,Space-Track,MEO
78,27597,ADEOS 2,None,None,Active,None,Space-Track,MEO
79,58992,ADRAS-J,None,None,Active,None,Space-Track,LEO
80,62006,ADS-01,None,None,Active,None,Space-Track,GEO
81,62649,AE1c,8340.0,None,active,Mode X - Transmitter,"SatNOGS, Space-Track",LEO
82,62649,AE1c,922.0,None,active,Mode U - Transmitter,"SatNOGS, Space-Track",LEO
83,62649,AE1c,2277.3,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
84,62649,AE1c,2228.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
85,62618,AE1d,922.0,None,active,Mode U - Transmitter,"SatNOGS, Space-Track",LEO
86,62618,AE1d,8340.0,None,active,Mode X - Transmitter,"SatNOGS, Space-Track",LEO
87,62618,AE1d,2228.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
88,62618,AE1d,2277.3,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
89,64591,AE2A,None,None,Active,None,Space-Track,MEO
90,64563,AE3VA,None,None,Active,None,Space-Track,MEO
91,36868,AEHF 1 (USA 214),None,None,Active,None,Space-Track,GEO
92,38254,AEHF 2 (USA 235),None,None,Active,None,Space-Track,GEO
93,39256,AEHF 3 (USA 246),None,None,Active,None,Space-Track,GEO
94,43651,AEHF 4 (USA 288),None,None,Active,None,Space-Track,GEO
95,44481,AEHF 5 (USA 292),None,None,Active,None,Space-Track,GEO
96,45465,AEHF 6 (USA 298),None,None,Active,None,Space-Track,GEO
97,38760,AENEAS,437.6,1200.0,active,TLM AFSK,"SatNOGS, Space-Track",LEO
98,98864,AEPEX,2405.0,5000000.0,active,Mode S - OQPSK 5Mbps - CCSDS,SatNOGS,None
99,98864,AEPEX,437.325,19200.0,active,Mode U - GFSK19k2 - AX.25 G3RUH,SatNOGS,None
100,98864,AEPEX,437.325,9600.0,active,Mode U - GFSK9k6 - AX.25 G3RUH,SatNOGS,None
101,98864,AEPEX,2405.0,10000000.0,active,Mode S - OQPSK 10Mbps - CCSDS,SatNOGS,None
102,59290,AEROCUBE 16A,None,None,Active,None,Space-Track,LEO
103,59291,AEROCUBE 16B,2225.0,None,active,S-band telemetry,"SatNOGS, Space-Track",LEO
104,63220,AEROCUBE 18A,None,None,Active,None,Space-Track,LEO
105,63222,AEROCUBE 18B,None,None,Active,None,Space-Track,LEO
106,31133,AEROCUBE 2,None,None,Active,None,Space-Track,MEO
107,38767,AEROCUBE 4.5A,None,None,Active,None,Space-Track,LEO
108,40965,AEROCUBE 5C,None,None,Active,None,Space-Track,MEO
109,40045,AEROCUBE 6A,None,None,Active,None,Space-Track,MEO
110,40046,AEROCUBE 6B,None,None,Active,None,Space-Track,MEO
111,40966,AEROCUBE 7,None,None,Active,None,Space-Track,MEO
112,41853,AEROCUBE 8C,None,None,Active,None,Space-Track,LEO
113,41852,AEROCUBE 8D,None,None,Active,None,Space-Track,LEO
114,63220,AEROCUBE-18 A,2225.0,1000000.0,active,Mode U - OQPSK 1Mbps,SatNOGS,None
115,63222,AEROCUBE-18 B,2225.0,1000000.0,active,Mode U - OQPSK 1Mbps,SatNOGS,None
116,58281,AETHER-1,None,None,Active,None,Space-Track,LEO
117,58299,AETHER-2,None,None,Active,None,Space-Track,LEO
118,56964,AFR-1,2245.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
119,56964,AFR-1,436.63,None,active,Mode U - Transmitter,"SatNOGS, Space-Track",LEO
120,56964,AFR-1,8210.0,None,active,Mode X - Transmitter,"SatNOGS, Space-Track",LEO
121,23765,AFRICASAT 1 (MEASAT 1),None,None,Active,None,Space-Track,GEO
122,25515,AFRISTAR,None,None,Active,None,Space-Track,GEO
123,56942,AFRL-XVI,2230.3,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
124,41313,AGGIESAT 4,436.25,9600.0,inactive,Telemetry,SatNOGS,None
125,62456,AGILA,None,None,Active,None,Space-Track,GEO
126,17706,AGILA 1 (PALAPA B2P),None,None,Active,None,Space-Track,GEO
127,31135,AGILE,149.0,2000000.0,inactive,Space-to-Space,SatNOGS,None
128,57206,AHMAT-1,435.8,1145.0,active,Possible Mode U,SatNOGS,None
129,57206,AHMAT-1,437.05,None,active,Mode U - SSTV,SatNOGS,None
130,57206,AHMAT-1,437.05,1145.0,active,Mode U - AFSK 1145 TLM,SatNOGS,None
131,48270,AII-BRAVO,402.001,None,active,second telemetry frequency,"SatNOGS, Space-Track",LEO
132,48270,AII-BRAVO,401.050207,None,active,Downlink,"SatNOGS, Space-Track",LEO
133,47440,AII-CHARLIE,401.05,None,inactive,Mode U - Unknown,SatNOGS,None
134,56987,AII-DELTA,402.001,None,inactive,Possilble,SatNOGS,None
135,56987,AII-DELTA,401.05,None,inactive,Mode U - Transmitter,SatNOGS,None
136,31304,AIM,2282.508,60000.0,inactive,S Downlink,SatNOGS,None
137,44104,AISAT-1,2279.0,None,inactive,2279.000,SatNOGS,None
138,44104,AISAT-1,2259.0,None,inactive,2259.000,SatNOGS,None
139,44104,AISAT-1,145.825,1200.0,inactive,APRS AFSK1k2,SatNOGS,None
140,36797,AISSAT 1,None,None,Active,None,Space-Track,MEO
141,40075,AISSAT 2,None,None,Active,None,Space-Track,MEO
142,36797,AISSat-1,145.825,1200.0,invalid,APRS AFSK1k2,SatNOGS,None
143,39492,AIST 1,None,None,Active,None,Space-Track,MEO
144,39133,AIST 2,None,None,Active,None,Space-Track,LEO
145,39492,AIST-1,435.265,None,active,Telemetry Beacon,SatNOGS,None
146,39492,AIST-1,435.265,4800.0,active,PSK,SatNOGS,None
147,41465,AIST-2D,435.27,None,inactive,DOKA,SatNOGS,None
148,41465,AIST-2D,437.235,None,inactive,Mode U Doka-B PM/PCM,SatNOGS,None
149,41465,AIST-2D,435.365,None,inactive,Mode U Doka-B PM/PCM,SatNOGS,None
150,41465,AIST-2D,435.315,None,inactive,Mode U Doka-B PM/PCM,SatNOGS,None
151,43768,AISTECHSAT-2,436.73,4800.0,active,GFSK4k8,"SatNOGS, Space-Track",LEO
152,43768,AISTECHSAT-2,436.73,9600.0,inactive,GFSK9K6,"SatNOGS, Space-Track",LEO
153,43768,AISTECHSAT-2,436.6,4800.0,inactive,Telemetry,"SatNOGS, Space-Track",LEO
154,44103,AISTECHSAT-3,436.73,9600.0,inactive,Mode U - GFSK9k6,SatNOGS,None
155,44103,AISTECHSAT-3,436.73,4800.0,inactive,Mode U - GFSK4k8,SatNOGS,None
156,40054,AISat,2259.0,None,active,2259 TLM,"SatNOGS, Space-Track",LEO
157,40054,AISat,437.25,None,active,CW Beacon,"SatNOGS, Space-Track",LEO
158,40054,AISat,437.505,None,active,CW Beacon,"SatNOGS, Space-Track",LEO
159,36576,AKATSUKI (PLANET-C),None,None,Active,HELIOCENTRIC ORBIT (SUN),Space-Track,None
160,19822,AKEBONO,2281.25,None,inactive,S band edge,SatNOGS,None
161,19822,AKEBONO,2280.5,None,inactive,S band center,SatNOGS,None
162,19822,AKEBONO,400.45,None,inactive,400.45 CW,SatNOGS,None
163,43174,AL YAH 3,None,None,Active,None,Space-Track,GEO
164,45918,AL-AMAL (HOPE),None,None,Active,HELIOCENTRIC ORBIT (SUN),Space-Track,None
165,98697,ALAINSAT-1,2260.0,None,active,Mode S - Transmitter 1,SatNOGS,None
166,98697,ALAINSAT-1,400.85,4800.0,active,Mode U -  FSK4k8 AX.100,SatNOGS,None
167,98697,ALAINSAT-1,400.65,4800.0,active,Mode U - MSK4k8 AX.100,SatNOGS,None
168,98697,ALAINSAT-1,2279.0,None,active,Mode S - Transmitter 2,SatNOGS,None
169,98697,ALAINSAT-1,400.26,None,invalid,Mode U - Transmitter 1,SatNOGS,None
170,98697,ALAINSAT-1,2268.0,None,active,Mode S - Transmitter 3,SatNOGS,None
171,43039,ALCOMSAT 1,None,None,Active,None,Space-Track,GEO
172,22638,ALEXIS,None,None,Active,None,Space-Track,MEO
173,39467,ALICE,None,None,Active,None,Space-Track,LEO
174,58562,ALISIO-1,None,None,Active,None,Space-Track,LEO
175,63240,ALMUNTHER,None,None,Active,None,Space-Track,LEO
176,28931,ALOS,None,None,Active,None,Space-Track,MEO
177,39766,ALOS 2,None,None,Active,None,Space-Track,MEO
178,60182,ALOS-4,None,None,Active,None,Space-Track,MEO
179,60182,ALOS-4 Daichi-4,2220.0,400000.0,active,S-band telemetry,SatNOGS,None
180,424,ALOUETTE 1 (S-27),None,None,Active,None,Space-Track,MEO
181,1804,ALOUETTE 2,None,None,Active,None,Space-Track,MEO
182,1804,ALOUETTE-2,136.981,None,active,carrier wave,SatNOGS,None
183,53110,ALPHA,436.5,300000.0,active,Mode U - LoRa,"SatNOGS, Space-Track",MEO
184,53110,ALPHA,436.5,9600.0,active,Mode U - FSK9k6,"SatNOGS, Space-Track",MEO
185,39215,ALPHASAT (I-4A F4),None,None,Active,None,Space-Track,GEO
186,27559,ALSAT 1,None,None,Active,None,Space-Track,MEO
187,41785,ALSAT 1B,2233.332,None,active,S-band telemetry,"SatNOGS, Space-Track",MEO
188,41789,ALSAT 1N,437.65,9600.0,active,Mode 9600bps FSK,"SatNOGS, Space-Track",MEO
189,36798,ALSAT 2A,2266.5,200000.0,active,S-band telemetry,"SatNOGS, Space-Track",MEO
190,41786,ALSAT 2B,2266.5,None,active,S-band telemetry,"SatNOGS, Space-Track",MEO
191,99000,AMAN-1,401.1,9600.0,inactive,Mode U - Transmitter,SatNOGS,None
192,28393,AMAZONAS,None,None,Active,None,Space-Track,GEO
193,35942,AMAZONAS 2,None,None,Active,None,Space-Track,GEO
194,39078,AMAZONAS 3,None,None,Active,None,Space-Track,GEO
195,39616,AMAZONAS 4A,None,None,Active,None,Space-Track,GEO
196,42934,AMAZONAS 5,None,None,Active,None,Space-Track,GEO
197,55508,AMAZONAS NEXUS,None,None,Active,None,Space-Track,GEO
198,47699,AMAZONIA 1,None,None,Active,None,Space-Track,MEO
199,24315,AMC-1 (GE-1),None,None,Active,None,Space-Track,GEO
200,28154,AMC-10 (GE-10),None,None,Active,None,Space-Track,GEO
201,28252,AMC-11 (GE-11),None,None,Active,None,Space-Track,GEO
202,32708,AMC-14,None,None,Active,None,Space-Track,GEO
203,28446,AMC-15,None,None,Active,None,Space-Track,GEO
204,28472,AMC-16,None,None,Active,None,Space-Track,GEO
205,29644,AMC-18,None,None,Active,None,Space-Track,GEO
206,24713,AMC-2 (GE-2),None,None,Active,None,Space-Track,GEO
207,33275,AMC-21,None,None,Active,None,Space-Track,GEO
208,24936,AMC-3 (GE-3),None,None,Active,None,Space-Track,GEO
209,25954,AMC-4 (GE-4),None,None,Active,None,Space-Track,GEO
210,25516,AMC-5 (GE-5),None,None,Active,None,Space-Track,GEO
211,26580,AMC-6 (GE-6),None,None,Active,None,Space-Track,GEO
212,26495,AMC-7 (GE-7),None,None,Active,None,Space-Track,GEO
213,26639,AMC-8 (GE-8),None,None,Active,None,Space-Track,GEO
214,27820,AMC-9 (GE-12),None,None,Active,None,Space-Track,GEO
215,44394,AMGU-1,436.25,4800.0,inactive,Mode U Mobitex 4k8,SatNOGS,None
216,44479,AMOS 17,None,None,Active,None,Space-Track,GEO
217,28132,AMOS 2,None,None,Active,None,Space-Track,GEO
218,32794,AMOS 3,None,None,Active,None,Space-Track,GEO
219,39237,AMOS 4,None,None,Active,None,Space-Track,GEO
220,37950,AMOS 5,None,None,Active,None,Space-Track,GEO
221,23723,AMOS 5I (ASIASAT 2),None,None,Active,None,Space-Track,GEO
222,28375,AMSAT ECHO,None,None,Active,None,Space-Track,MEO
223,26609,AMSAT OSCAR 40,None,None,Active,None,Space-Track,GEO
224,23553,AMSC 1,None,None,Active,None,Space-Track,GEO
225,54366,ANAND,401.9,None,inactive,Mode U - Beacon,SatNOGS,None
226,45726,ANDESITE,None,None,Active,None,Space-Track,LEO
227,44876,ANGELS,465.988,800.0,inactive,Mode U - ARGOS,"SatNOGS, Space-Track",LEO
228,44876,ANGELS,1703.0,None,active,Mode L - TTC,"SatNOGS, Space-Track",LEO
229,44876,ANGELS,1698.4,600.0,active,Mode L - Downlink,"SatNOGS, Space-Track",LEO
230,44876,ANGELS,2238.5,None,active,2238.5,"SatNOGS, Space-Track",LEO
231,43087,ANGOSAT 1,None,None,Active,None,Space-Track,GEO
232,54033,ANGOSAT 2,None,None,Active,None,Space-Track,GEO
233,6278,ANIK A1 (TELESAT 1),None,None,Active,None,Space-Track,GEO
234,6437,ANIK A2 (TELESAT 2),None,None,Active,None,Space-Track,GEO
235,7790,ANIK A3 (TELESAT-3),None,None,Active,None,Space-Track,GEO
236,11153,ANIK B1 (TELESAT-4),None,None,Active,None,Space-Track,GEO
237,13652,ANIK C3 (TELESAT-5),None,None,Active,None,Space-Track,GEO
238,13431,ANIK D1 (TELESAT 6),None,None,Active,None,Space-Track,GEO
239,21726,ANIK E1,None,None,Active,None,Space-Track,GEO
240,21222,ANIK E2,None,None,Active,None,Space-Track,GEO
241,26624,ANIK F1,None,None,Active,None,Space-Track,GEO
242,28868,ANIK F1-R,None,None,Active,None,Space-Track,GEO
243,28378,ANIK F2,None,None,Active,None,Space-Track,GEO
244,31102,ANIK F3,None,None,Active,None,Space-Track,GEO
245,39127,ANIK G1,None,None,Active,None,Space-Track,GEO
246,446,ANNA 1B,None,None,Active,None,Space-Track,MEO
247,99043,ANSER FOLLOWER 1,401.85,9600.0,active,Mode U - FSK9k6,SatNOGS,None
248,99042,ANSER FOLLOWER 2,401.85,9600.0,active,Mode U - FSK9k6,SatNOGS,None
249,99044,ANSER LEADER,401.85,None,inactive,Mode U - Leader,SatNOGS,None
250,98696,ANSER Leader-S,2204.525,None,active,Mode S - Transmitter,SatNOGS,None
251,98696,ANSER Leader-S,401.85,9600.0,active,Mode U - Transmitter,SatNOGS,None
252,58019,ANSER-FLW1,None,None,Active,None,Space-Track,LEO
253,58018,ANSER-FLW2,None,None,Active,None,Space-Track,LEO
254,62644,ANSER-LS,None,None,Active,None,Space-Track,LEO
255,40034,ANTELSAT,None,None,Active,None,Space-Track,MEO
256,43017,AO-91,None,None,Active,None,Space-Track,LEO
257,43770,AO-95,None,None,Active,None,Space-Track,LEO
258,43940,AOBA VELOX-IV,437.225,9600.0,inactive,GMSK9k6 TLM,SatNOGS,None
259,41935,AOBA-VELOX 3,437.371,20.0,inactive,CW TLM,SatNOGS,None
260,41935,AOBA-VELOX 3,437.375,1200.0,inactive,1k2 AFSK TLM,SatNOGS,None
261,42735,AOXIANG-1,436.15,9600.0,inactive,TLM BPSK,SatNOGS,None
262,59129,APEX ARIES 1,2287.501,None,active,S-band telemetry,"SatNOGS, Space-Track",LEO
263,59129,APEX ARIES 1,400.5,9600.0,active,Mode U - FSK9k6 - Downlink,"SatNOGS, Space-Track",LEO
264,3949,APOLLO 10 LM (APS),None,None,Active,HELIOCENTRIC ORBIT (SUN),Space-Track,None
265,3948,APOLLO 10 LM (DPS),None,None,Active,SELENOCENTRIC ORBIT (MOON),Space-Track,None
266,4041,APOLLO 11 LM (APS),None,None,Active,SELENOCENTRIC ORBIT (MOON),Space-Track,None
267,5377,APOLLO 15 (IRW PL),None,None,Active,SELENOCENTRIC ORBIT (MOON),Space-Track,None
268,6005,APOLLO 16 LM (ORION),None,None,Active,SELENOCENTRIC ORBIT (MOON),Space-Track,None
269,12545,APPLE,None,None,Active,None,Space-Track,GEO
270,28372,APRIZESAT 1,None,None,Active,None,Space-Track,MEO
271,40019,APRIZESAT 10,400.573,9600.0,active,GMSK 9600,"SatNOGS, Space-Track",MEO
272,28366,APRIZESAT 2,None,None,Active,None,Space-Track,MEO
273,35686,APRIZESAT 3,None,None,Active,None,Space-Track,MEO
274,35684,APRIZESAT 4,None,None,Active,None,Space-Track,MEO
275,37792,APRIZESAT 5,None,None,Active,None,Space-Track,MEO
276,37793,APRIZESAT 6,None,None,Active,None,Space-Track,MEO
277,99769,APSS-1,435.1,9600.0,inactive,Mode U - GMSK,SatNOGS,None
278,23185,APSTAR 1,None,None,Active,None,Space-Track,GEO
279,23943,APSTAR 1A,None,None,Active,None,Space-Track,GEO
280,25010,APSTAR 2R (TELSTAR 10),None,None,Active,None,Space-Track,GEO
281,28364,APSTAR 5 (TELSTAR 18),None,None,Active,None,Space-Track,GEO
282,28638,APSTAR 6,None,None,Active,None,Space-Track,GEO
283,43450,APSTAR 6C,None,None,Active,None,Space-Track,GEO
284,45863,APSTAR 6D,None,None,Active,None,Space-Track,GEO
285,55239,APSTAR 6E,None,None,Active,None,Space-Track,GEO
286,55447,APSTAR 6E SPS,None,None,Active,None,Space-Track,MEO
287,38107,APSTAR 7,None,None,Active,None,Space-Track,GEO
288,40982,APSTAR 9,None,None,Active,None,Space-Track,GEO
289,27424,AQUA,2287.5,200000.0,active,S-band telemetry,"SatNOGS, Space-Track",MEO
290,27424,AQUA,8160.0,None,active,"X-band downlink [SQPSK, RHCP, 255/223] Transmitter","SatNOGS, Space-Track",MEO
291,15560,ARABSAT 1A,None,None,Active,None,Space-Track,GEO
292,15825,ARABSAT 1B,None,None,Active,None,Space-Track,GEO
293,15383,ARABSAT 1D (ANIK D2),None,None,Active,None,Space-Track,GEO
294,14234,ARABSAT 1DR (TELSTAR 3A),None,None,Active,None,Space-Track,GEO
295,23948,ARABSAT 2A,None,None,Active,None,Space-Track,GEO
296,24652,ARABSAT 2B,None,None,Active,None,Space-Track,GEO
297,25638,ARABSAT 3A,None,None,Active,None,Space-Track,GEO
298,29526,ARABSAT 4B,None,None,Active,None,Space-Track,GEO
299,36745,ARABSAT 5A,None,None,Active,None,Space-Track,GEO
300,37810,ARABSAT 5C,None,None,Active,None,Space-Track,GEO
301,44186,ARABSAT 6A,None,None,Active,None,Space-Track,GEO
302,56757,ARABSAT 7B (BADR 8),None,None,Active,None,Space-Track,GEO
303,41896,ARASE (ERG),None,None,Active,None,Space-Track,MEO
304,22654,ARASENE,None,None,Active,None,Space-Track,GEO
305,40969,ARC-1,None,None,Active,None,Space-Track,LEO
306,57485,ARCADE,437.76,9600.0,active,Mode U - GFKS9k6,"SatNOGS, Space-Track",LEO
307,47616,ARCE-1A,2417.0,None,inactive,Mode S - QPSK,SatNOGS,None
308,47615,ARCE-1B,2417.0,None,inactive,Mode S - QPSK,SatNOGS,None
309,47484,ARCE-1C,2417.0,None,inactive,Mode S - QPSK,SatNOGS,None
310,52161,ARCSAT,314.7,None,active,Mode U 1,SatNOGS,None
311,52161,ARCSAT,2260.0,None,active,S-band telemetry,SatNOGS,None
312,52161,ARCSAT,312.05,None,active,Mode U 2,SatNOGS,None
313,52161,ARCSAT,2206.5,50000.0,active,S-band telemetry,SatNOGS,None
314,52161,ARCSAT,267.3,None,active,Mode U 4,SatNOGS,None
315,52161,ARCSAT,268.8,None,active,Mode U 3,SatNOGS,None
316,52161,ARCSAT-1,None,None,Active,None,Space-Track,LEO
317,64540,ARCSTONE,2203.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
318,56371,ARCTURUS,None,None,Active,None,Space-Track,GEO
319,25634,ARGOS,None,None,Active,None,Space-Track,MEO
320,54023,ARGOS-4,1703.0,None,active,A-DCS L-band downlink,SatNOGS,None
321,54023,ARGOS-4,465.9875,977.52,inactive,A-DCS UHF downlink,SatNOGS,None
322,99166,ARKSAT-1,435.45,9600.0,active,Mode U 9k6 AX.25 G3RUH,SatNOGS,None
323,47719,ARKTIKA-M 1,None,None,Active,None,Space-Track,MEO
324,58584,ARKTIKA-M 2,None,None,Active,None,Space-Track,MEO
325,43130,ARKYD 6A,401.5,None,inactive,Beacon,SatNOGS,None
326,43130,ARKYD 6A,401.51,None,inactive,Downlink,SatNOGS,None
327,43130,ARKYD 6A,401.5,9600.0,inactive,9K6 GFSK,SatNOGS,None
328,43130,ARKYD 6A,401.989,None,inactive,Downlink,SatNOGS,None
329,44352,ARMADILLO,437.525,None,inactive,Mode U CW Beacon,SatNOGS,None
330,44352,ARMADILLO,437.525,38400.0,inactive,Mode U GMSK38k4,SatNOGS,None
331,44352,ARMADILLO,437.525,19200.0,inactive,Mode U GFSK19k2,SatNOGS,None
332,52765,ARMSAT1 URDANETA,None,None,Active,None,Space-Track,LEO
333,40272,ARSAT 1,None,None,Active,None,Space-Track,GEO
334,40941,ARSAT 2,None,None,Active,None,Space-Track,GEO
335,26863,ARTEMIS,None,None,Active,None,Space-Track,GEO
336,54257,ARTEMIS 1,2287.5,5000000.0,inactive,Orion TDRS 2,SatNOGS,None
337,54257,ARTEMIS 1,2203.2,6000000.0,inactive,RPOD Docking System,SatNOGS,None
338,54257,ARTEMIS 1,2245.0,1000000.0,inactive,Possible Mode S,SatNOGS,None
339,54257,ARTEMIS 1,2216.5,6000000.0,inactive,Orion TDRS 1,SatNOGS,None
340,30581,ARTEMIS P1 (THEMIS B),None,None,Active,SELENOCENTRIC ORBIT (MOON),Space-Track,None
341,30582,ARTEMIS P2 (THEMIS C),None,None,Active,SELENOCENTRIC ORBIT (MOON),Space-Track,None
