ntc_id, adm, stn_name, ctry, lat_dec, long_dec, notice_type, notification_reason, d_rcv, emi_rcp, freq_from, freq_to
90505036, J, FUJI, J, 35.433, 138.617, R, N, 10.01.1986, R, 325.75, 328.25
90505032, I, BASOVIZZA, I, 45.633, 13.883, R, N, 18.03.1987, R, 326.5, 327.5
90505032, I, BASOVIZZA, I, 45.633, 13.883, R, N, 18.03.1987, R, 407.5, 408.5
90505032, I, BASOVIZZA, I, 45.633, 13.883, R, N, 18.03.1987, R, 609.5, 610.5
90505041, KOR, DAEDUK RADIO AST OBS, KOR, 36.7, 127.367, R, N, 01.04.1987, R, 86000, 92000
90505041, KOR, DAEDUK RADIO AST OBS, KOR, 36.7, 127.367, R, N, 01.04.1987, R, 93070, 93270
90505041, KOR, DAEDUK RADIO AST OBS, KOR, 36.7, 127.367, R, N, 01.04.1987, R, 97880, 98080
90505041, KOR, DAEDUK RADIO AST OBS, KOR, 36.7, 127.367, R, N, 01.04.1987, R, 107750, 113250
90505055, RUS, SVETLOE, RUS, 61.083, 30.133, R, N, 19.11.1991, R, 1400, 1700
90505055, RUS, SVETLOE, RUS, 61.083, 30.133, R, N, 19.11.1991, R, 2120, 2620
90505055, RUS, SVETLOE, RUS, 61.083, 30.133, R, N, 19.11.1991, R, 4600, 5100
90505055, RUS, SVETLOE, RUS, 61.083, 30.133, R, N, 19.11.1991, R, 8200, 8700
90505055, RUS, SVETLOE, RUS, 61.083, 30.133, R, N, 19.11.1991, R, 22085, 22385
90505056, RUS, ZELENCHUKSKAYA, RUS, 43.8167, 41.5667, R, N, 19.11.1991, R, 1400, 1700
90505056, RUS, ZELENCHUKSKAYA, RUS, 43.8167, 41.5667, R, N, 19.11.1991, R, 2120, 2620
90505056, RUS, ZELENCHUKSKAYA, RUS, 43.8167, 41.5667, R, N, 19.11.1991, R, 4600, 5100
90505056, RUS, ZELENCHUKSKAYA, RUS, 43.8167, 41.5667, R, N, 19.11.1991, R, 8200, 8700
90505056, RUS, ZELENCHUKSKAYA, RUS, 43.8167, 41.5667, R, N, 19.11.1991, R, 22085, 22385
90505053, RUS, PETROPAVLOVSK KAM, RUS, 53, 158, R, N, 19.11.1991, R, 1400, 1700
90505053, RUS, PETROPAVLOVSK KAM, RUS, 53, 158, R, N, 19.11.1991, R, 2120, 2620
90505053, RUS, PETROPAVLOVSK KAM, RUS, 53, 158, R, N, 19.11.1991, R, 4600, 5100
90505053, RUS, PETROPAVLOVSK KAM, RUS, 53, 158, R, N, 19.11.1991, R, 8200, 8700
90505053, RUS, PETROPAVLOVSK KAM, RUS, 53, 158, R, N, 19.11.1991, R, 22085, 22385
90505060, TKM, FIRYUZA, TKM, 38, 58.233, R, N, 19.11.1991, R, 1400, 1700
90505060, TKM, FIRYUZA, TKM, 38, 58.233, R, N, 19.11.1991, R, 2120, 2620
90505060, TKM, FIRYUZA, TKM, 38, 58.233, R, N, 19.11.1991, R, 4600, 5100
90505060, TKM, FIRYUZA, TKM, 38, 58.233, R, N, 19.11.1991, R, 8200, 8700
90505060, TKM, FIRYUZA, TKM, 38, 58.233, R, N, 19.11.1991, R, 22085, 22385
90505064, UKR, TSARICHANKA, UKR, 46.8, 30.3, R, N, 19.11.1991, R, 1400, 1700
90505064, UKR, TSARICHANKA, UKR, 46.8, 30.3, R, N, 19.11.1991, R, 2120, 2620
90505064, UKR, TSARICHANKA, UKR, 46.8, 30.3, R, N, 19.11.1991, R, 4600, 5100
90505064, UKR, TSARICHANKA, UKR, 46.8, 30.3, R, N, 19.11.1991, R, 8200, 8700
90505064, UKR, TSARICHANKA, UKR, 46.8, 30.3, R, N, 19.11.1991, R, 22085, 22385
90505049, RUS, BADARI, RUS, 52.333, 104.233, R, N, 31.12.1992, R, 1400, 1700
90505049, RUS, BADARI, RUS, 52.333, 104.233, R, N, 31.12.1992, R, 2120, 2620
90505049, RUS, BADARI, RUS, 52.333, 104.233, R, N, 31.12.1992, R, 4600, 5100
90505049, RUS, BADARI, RUS, 52.333, 104.233, R, N, 31.12.1992, R, 8200, 8700
90505049, RUS, BADARI, RUS, 52.333, 104.233, R, N, 31.12.1992, R, 22085, 22385
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 86158, 86328
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 86762, 86932
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 88542, 88722
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 89099, 89279
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 109672, 109892
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 110091, 110311
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 110772, 110900
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 112249, 112469
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 115156, 115386
93500650, F, BORDEAUX, F, 44.8333, 0.5333, R, N, 09.02.1993, R, 221850, 222850
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 13.36, 13.41
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 25.55, 25.67
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 37.5, 38.25
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 168, 170
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 406.1, 410
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 606, 614
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 1400, 1427
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 1610.6, 1613.8
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 1660, 1670
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 1718.8, 1722.2
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 2655, 2700
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 3260, 3267
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 3332, 3339
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 3345.8, 3352.5
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 4800, 5000
90505021, F, NANCAY, F, 47.3833, 2.2, R, N, 10.07.1994, R, 10680, 10700
90505026, G, JODRELL BANK, G, 53.2333, -2.3, R, N, 20.02.1995, R, 150, 153
90505026, G, JODRELL BANK, G, 53.2333, -2.3, R, N, 20.02.1995, R, 606, 614
90505026, G, JODRELL BANK, G, 53.2333, -2.3, R, N, 20.02.1995, R, 1400, 1425
90505026, G, JODRELL BANK, G, 53.2333, -2.3, R, N, 20.02.1995, R, 1664.4, 1668.4
90505026, G, JODRELL BANK, G, 53.2333, -2.3, R, N, 20.02.1995, R, 2690, 2700
90505026, G, JODRELL BANK, G, 53.2333, -2.3, R, N, 20.02.1995, R, 4990, 5000
90505026, G, JODRELL BANK, G, 53.2333, -2.3, R, N, 20.02.1995, R, 10680, 10700
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 150.05, 152
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 406.1, 410
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 606, 614
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 1400, 1427
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 1610.6, 1613.8
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 1660, 1670
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 1718.8, 1722.2
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 22210, 22500
95500694, G, CAMBRIDGE-32M, G, 52.167, 0.033, R, N, 20.02.1995, R, 23600, 24000
95500695, G, DARNHALL, G, 53.15, -2.533, R, N, 20.02.1995, R, 150.05, 152
95500695, G, DARNHALL, G, 53.15, -2.533, R, N, 20.02.1995, R, 406.1, 410
95500695, G, DARNHALL, G, 53.15, -2.533, R, N, 20.02.1995, R, 1400, 1427
95500695, G, DARNHALL, G, 53.15, -2.533, R, N, 20.02.1995, R, 1610.6, 1613.8
95500695, G, DARNHALL, G, 53.15, -2.533, R, N, 20.02.1995, R, 1660, 1670
95500695, G, DARNHALL, G, 53.15, -2.533, R, N, 20.02.1995, R, 1718.9, 1722.1
95500695, G, DARNHALL, G, 53.15, -2.533, R, N, 20.02.1995, R, 22210, 22500
95500695, G, DARNHALL, G, 53.15, -2.533, R, N, 20.02.1995, R, 23600, 24000
95500697, G, KNOCKIN, G, 52.783, -3, R, N, 20.02.1995, R, 150.05, 152
95500697, G, KNOCKIN, G, 52.783, -3, R, N, 20.02.1995, R, 406.1, 410
95500697, G, KNOCKIN, G, 52.783, -3, R, N, 20.02.1995, R, 1400, 1427
95500697, G, KNOCKIN, G, 52.783, -3, R, N, 20.02.1995, R, 1610.6, 1613.8
95500697, G, KNOCKIN, G, 52.783, -3, R, N, 20.02.1995, R, 1660, 1670
95500697, G, KNOCKIN, G, 52.783, -3, R, N, 20.02.1995, R, 1718.9, 1722.1
95500697, G, KNOCKIN, G, 52.783, -3, R, N, 20.02.1995, R, 22210, 22500
95500697, G, KNOCKIN, G, 52.783, -3, R, N, 20.02.1995, R, 23600, 24000
95500698, G, PICKMERE, G, 53.283, -2.45, R, N, 20.02.1995, R, 150.05, 152
95500698, G, PICKMERE, G, 53.283, -2.45, R, N, 20.02.1995, R, 406.1, 410
95500698, G, PICKMERE, G, 53.283, -2.45, R, N, 20.02.1995, R, 1400, 1427
95500698, G, PICKMERE, G, 53.283, -2.45, R, N, 20.02.1995, R, 1610.6, 1613.8
95500698, G, PICKMERE, G, 53.283, -2.45, R, N, 20.02.1995, R, 1660, 1670
95500698, G, PICKMERE, G, 53.283, -2.45, R, N, 20.02.1995, R, 1718.9, 1722.1
95500698, G, PICKMERE, G, 53.283, -2.45, R, N, 20.02.1995, R, 22210, 22500
95500698, G, PICKMERE, G, 53.283, -2.45, R, N, 20.02.1995, R, 23600, 24000
95500700, IND, GMRT KHODAD PUNE, IND, 19.1, 74.05, R, N, 19.07.1995, R, 37.5, 38.25
95500700, IND, GMRT KHODAD PUNE, IND, 19.1, 74.05, R, N, 19.07.1995, R, 151.5, 154.5
95500700, IND, GMRT KHODAD PUNE, IND, 19.1, 74.05, R, N, 19.07.1995, R, 322, 328.6
95500700, IND, GMRT KHODAD PUNE, IND, 19.1, 74.05, R, N, 19.07.1995, R, 608, 614
99500195, HOL, WESTERBORK OBSERV, HOL, 52.9169, 6.6042, R, N, 07.10.1999, R, 240, 470
99500195, HOL, WESTERBORK OBSERV, HOL, 52.9169, 6.6042, R, N, 07.10.1999, R, 560, 614
99500195, HOL, WESTERBORK OBSERV, HOL, 52.9169, 6.6042, R, N, 07.10.1999, R, 700, 1800
99500195, HOL, WESTERBORK OBSERV, HOL, 52.9169, 6.6042, R, N, 07.10.1999, R, 2215, 2375
99500195, HOL, WESTERBORK OBSERV, HOL, 52.9169, 6.6042, R, N, 07.10.1999, R, 4770, 5020
99500195, HOL, WESTERBORK OBSERV, HOL, 52.9169, 6.6042, R, N, 07.10.1999, R, 8150, 8650
103500054, J, KAGOSHIMA, J, 31.468, 130.505, R, N, 07.03.2003, R, 23600, 24000
103500054, J, KAGOSHIMA, J, 31.468, 130.505, R, N, 07.03.2003, R, 86000, 92000
103500054, J, KAGOSHIMA, J, 31.468, 130.505, R, N, 07.03.2003, R, 105000, 116000
103500055, J, MIZUSAWA, J, 39.133, 141.132, R, N, 07.03.2003, R, 23600, 24000
103500056, J, STEL KISO, J, 35.796, 137.627, R, N, 07.03.2003, R, 325.75, 328.6
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 1400, 1427
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 1626.75, 1701.75
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 15350, 15400
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 22110, 22500
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 23600, 24000
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 31300, 31500
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 42500, 43500
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 86000, 92000
90505037, J, NOBEYAMA, J, 35.9447, 138.4731, R, N, 07.03.2003, R, 105000, 116000
103500352, KOR, TAEDUK, KOR, 36.398, 127.372, R, N, 23.05.2003, R, 42500, 43500
103500352, KOR, TAEDUK, KOR, 36.398, 127.372, R, N, 23.05.2003, R, 84000, 94000
103500352, KOR, TAEDUK, KOR, 36.398, 127.372, R, N, 23.05.2003, R, 94100, 116000
103500352, KOR, TAEDUK, KOR, 36.398, 127.372, R, N, 23.05.2003, R, 130000, 134000
103500352, KOR, TAEDUK, KOR, 36.398, 127.372, R, N, 23.05.2003, R, 136000, 158500
103500352, KOR, TAEDUK, KOR, 36.398, 127.372, R, N, 23.05.2003, R, 164000, 167000
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 2690, 2700
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 22210, 22500
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 23600, 24000
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 42500, 43500
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 84000, 94000
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 94100, 116000
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 130000, 134000
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 136000, 158500
103500353, KOR, KVN YONSEI, KOR, 37.562, 126.943, R, N, 23.05.2003, R, 164000, 167000
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 2690, 2700
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 22210, 22500
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 23600, 24000
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 42500, 43500
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 84000, 94000
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 94100, 116000
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 130000, 134000
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 136000, 158500
103500354, KOR, KVN ULSAN, KOR, 35.542, 129.251, R, N, 23.05.2003, R, 164000, 167000
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 2690, 2700
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 22210, 22500
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 23600, 24000
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 42500, 43500
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 84000, 94000
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 94100, 116000
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 130000, 134000
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 136000, 158500
103500355, KOR, KVN TAMNA, KOR, 33.2883, 126.4619, R, N, 23.05.2003, R, 164000, 167000
103500356, KOR, SEOUL, KOR, 37.454, 126.955, R, N, 23.05.2003, R, 84000, 94000
103500356, KOR, SEOUL, KOR, 37.454, 126.955, R, N, 23.05.2003, R, 94100, 116000
103500356, KOR, SEOUL, KOR, 37.454, 126.955, R, N, 23.05.2003, R, 202500, 231500
103500356, KOR, SEOUL, KOR, 37.454, 126.955, R, N, 23.05.2003, R, 241000, 248000
103500356, KOR, SEOUL, KOR, 37.454, 126.955, R, N, 23.05.2003, R, 250000, 275000
103500180, USA, HAYSTACK MA, USA, 42.617, -71.483, R, N, 06.06.2003, R, 22210, 22500
103500180, USA, HAYSTACK MA, USA, 42.617, -71.483, R, N, 06.06.2003, R, 23600, 24000
103500180, USA, HAYSTACK MA, USA, 42.617, -71.483, R, N, 06.06.2003, R, 42500, 43500
103500180, USA, HAYSTACK MA, USA, 42.617, -71.483, R, N, 06.06.2003, R, 48940, 49040
103500180, USA, HAYSTACK MA, USA, 42.617, -71.483, R, N, 06.06.2003, R, 84000, 110595
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 322, 328.6
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 608, 614
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 1400, 1427
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 1610.6, 1613.8
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 1660, 1670
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 1718.8, 1722.2
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 2655, 2690
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 4800, 5000
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 14470, 14500
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 15350, 15400
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 22210, 22500
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 23600, 24000
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 42500, 43500
103500181, USA, VLBA HI, USA, 19.8, -155.45, R, N, 06.06.2003, R, 80000, 90000
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 322, 328.6
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 608, 614
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 1400, 1427
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 1610.6, 1613.8
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 1660, 1670
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 1718.8, 1722.2
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 2655, 2690
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 4800, 5000
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 14470, 14500
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 15350, 15400
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 22210, 22500
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 23600, 24000
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 42500, 43500
103500182, USA, VLBA WA, USA, 48.133, -119.683, R, N, 06.06.2003, R, 80000, 90000
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 322, 328.6
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 608, 614
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 1400, 1427
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 1610.6, 1613.8
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 1660, 1670
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 1718.8, 1722.2
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 2655, 2690
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 4800, 5000
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 14470, 14500
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 15350, 15400
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 22210, 22500
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 23600, 24000
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 42500, 43500
103500183, USA, VLBA CA, USA, 37.233, -118.283, R, N, 06.06.2003, R, 80000, 90000
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 322, 328.6
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 608, 614
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 1400, 1427
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 1610.6, 1613.8
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 1660, 1670
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 1718.8, 1722.2
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 2655, 2690
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 4800, 5000
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 14470, 14500
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 15350, 15400
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 22210, 22500
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 23600, 24000
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 42500, 43500
103500184, USA, VLBA AZ, USA, 31.95, -111.617, R, N, 06.06.2003, R, 80000, 90000
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 322, 328.6
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 608, 614
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 1400, 1427
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 1610.6, 1613.8
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 1660, 1670
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 1718.8, 1722.2
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 2655, 2690
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 4800, 5000
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 14470, 14500
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 15350, 15400
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 22210, 22500
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 23600, 24000
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 42500, 43500
103500185, USA, VLBA NM 2, USA, 34.3, -108.117, R, N, 06.06.2003, R, 80000, 90000
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 322, 328.6
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 608, 614
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 1400, 1427
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 1610.6, 1613.8
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 1660, 1670
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 1718.8, 1722.2
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 2655, 2690
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 4800, 5000
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 14470, 14500
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 15350, 15400
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 22210, 22500
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 23600, 24000
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 42500, 43500
103500186, USA, VLBA TX, USA, 30.633, -103.95, R, N, 06.06.2003, R, 80000, 90000
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 322, 328.6
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 608, 614
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 1400, 1427
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 1610.6, 1613.8
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 1660, 1670
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 1718.8, 1722.2
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 2655, 2690
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 4800, 5000
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 14470, 14500
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 15350, 15400
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 22210, 22500
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 23600, 24000
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 42500, 43500
103500187, USA, VLBA NM 1, USA, 35.783, -106.25, R, N, 06.06.2003, R, 80000, 90000
103500188, USA, VLBA IA, USA, 41.767, -91.567, R, N, 06.06.2003, R, 322, 328.6
103500188, USA, VLBA IA, USA, 41.767, -91.567, R, N, 06.06.2003, R, 608, 614
103500188, USA, VLBA IA, USA, 41.767, -91.567, R, N, 06.06.2003, R, 1400, 1427
103500188, USA, VLBA IA, USA, 41.767, -91.567, R, N, 06.06.2003, R, 1610.6, 1613.8
